Type, Location, Status, Num
海域,重庆,中止,0
海域,重庆,撤回,0
海域,四川,不限,0
海域,四川,正在进行,0
海域,四川,即将开始,0
海域,四川,已结束,0
海域,四川,中止,0
海域,四川,撤回,0
海域,贵州,不限,0
海域,贵州,正在进行,0
海域,贵州,即将开始,0
海域,贵州,已结束,0
海域,贵州,中止,0
海域,贵州,撤回,0
海域,云南,不限,0
海域,云南,正在进行,0
海域,云南,即将开始,0
海域,云南,已结束,0
海域,云南,中止,0
海域,云南,撤回,0
海域,西藏,不限,0
海域,西藏,正在进行,0
海域,西藏,即将开始,0
海域,西藏,已结束,0
海域,西藏,中止,0
海域,西藏,撤回,0
海域,陕西,不限,0
海域,陕西,正在进行,0
海域,陕西,即将开始,0
海域,陕西,已结束,0
海域,陕西,中止,0
海域,陕西,撤回,0
海域,甘肃,不限,0
海域,甘肃,正在进行,0
海域,甘肃,即将开始,0
海域,甘肃,已结束,0
海域,甘肃,中止,0
海域,甘肃,撤回,0
海域,青海,不限,0
海域,青海,正在进行,0
海域,青海,即将开始,0
海域,青海,已结束,0
海域,青海,中止,0
海域,青海,撤回,0
海域,宁夏,不限,0
海域,宁夏,正在进行,0
海域,宁夏,即将开始,0
海域,宁夏,已结束,0
海域,宁夏,中止,0
海域,宁夏,撤回,0
海域,新疆,不限,0
海域,新疆,正在进行,0
海域,新疆,即将开始,0
海域,新疆,已结束,0
海域,新疆,中止,0
海域,新疆,撤回,0
机器设备,不限,不限,44807
机器设备,不限,正在进行,255
机器设备,不限,即将开始,946
机器设备,不限,已结束,39931
机器设备,不限,中止,1222
机器设备,不限,撤回,2453
机器设备,北京,不限,507
机器设备,北京,正在进行,4
机器设备,北京,即将开始,19
机器设备,北京,已结束,421
机器设备,北京,中止,35
机器设备,北京,撤回,28
机器设备,天津,不限,392
机器设备,天津,正在进行,9
机器设备,天津,即将开始,8
机器设备,天津,已结束,353
机器设备,天津,中止,5
机器设备,天津,撤回,17
机器设备,河北,不限,1887
机器设备,河北,正在进行,5
机器设备,河北,即将开始,15
机器设备,河北,已结束,1662
机器设备,河北,中止,82
机器设备,河北,撤回,123
机器设备,山西,不限,429
机器设备,山西,正在进行,1
机器设备,山西,即将开始,7
机器设备,山西,已结束,390
机器设备,山西,中止,8
机器设备,山西,撤回,22
机器设备,内蒙古,不限,1394
机器设备,内蒙古,正在进行,4
机器设备,内蒙古,即将开始,34
机器设备,内蒙古,已结束,1221
机器设备,内蒙古,中止,21
机器设备,内蒙古,撤回,114
机器设备,辽宁,不限,476
机器设备,辽宁,正在进行,1
机器设备,辽宁,即将开始,14
机器设备,辽宁,已结束,413
机器设备,辽宁,中止,23
机器设备,辽宁,撤回,21
机器设备,吉林,不限,663
机器设备,吉林,正在进行,0
机器设备,吉林,即将开始,33
机器设备,吉林,已结束,579
机器设备,吉林,中止,18
机器设备,吉林,撤回,32
机器设备,黑龙江,不限,1606
机器设备,黑龙江,正在进行,4
机器设备,黑龙江,即将开始,14
机器设备,黑龙江,已结束,1487
机器设备,黑龙江,中止,35
机器设备,黑龙江,撤回,64
机器设备,上海,不限,226
机器设备,上海,正在进行,2
机器设备,上海,即将开始,7
机器设备,上海,已结束,160
机器设备,上海,中止,7
机器设备,上海,撤回,50
机器设备,江苏,不限,6875
机器设备,江苏,正在进行,43
机器设备,江苏,即将开始,198
机器设备,江苏,已结束,6117
机器设备,江苏,中止,178
机器设备,江苏,撤回,339
机器设备,浙江,不限,3861
机器设备,浙江,正在进行,27
机器设备,浙江,即将开始,48
机器设备,浙江,已结束,3543
机器设备,浙江,中止,93
机器设备,浙江,撤回,149
机器设备,安徽,不限,1088
机器设备,安徽,正在进行,4
机器设备,安徽,即将开始,13
机器设备,安徽,已结束,918
机器设备,安徽,中止,104
机器设备,安徽,撤回,49
机器设备,福建,不限,1468
机器设备,福建,正在进行,9
机器设备,福建,即将开始,23
机器设备,福建,已结束,1343
机器设备,福建,中止,30
机器设备,福建,撤回,63
机器设备,江西,不限,1039
机器设备,江西,正在进行,7
机器设备,江西,即将开始,24
机器设备,江西,已结束,903
机器设备,江西,中止,44
机器设备,江西,撤回,61
机器设备,山东,不限,3751
机器设备,山东,正在进行,13
机器设备,山东,即将开始,63
机器设备,山东,已结束,3391
机器设备,山东,中止,80
机器设备,山东,撤回,204
机器设备,河南,不限,3902
机器设备,河南,正在进行,13
机器设备,河南,即将开始,67
机器设备,河南,已结束,3580
机器设备,河南,中止,99
机器设备,河南,撤回,143
机器设备,湖北,不限,492
机器设备,湖北,正在进行,5
机器设备,湖北,即将开始,7
机器设备,湖北,已结束,439
机器设备,湖北,中止,7
机器设备,湖北,撤回,34
机器设备,湖南,不限,846
机器设备,湖南,正在进行,7
机器设备,湖南,即将开始,6
机器设备,湖南,已结束,761
机器设备,湖南,中止,17
机器设备,湖南,撤回,55
机器设备,广东,不限,6159
机器设备,广东,正在进行,47
机器设备,广东,即将开始,95
机器设备,广东,已结束,5418
机器设备,广东,中止,183
机器设备,广东,撤回,416
机器设备,广西,不限,989
机器设备,广西,正在进行,6
机器设备,广西,即将开始,64
机器设备,广西,已结束,828
机器设备,广西,中止,30
机器设备,广西,撤回,61
机器设备,海南,不限,203
机器设备,海南,正在进行,0
机器设备,海南,即将开始,20
机器设备,海南,已结束,171
机器设备,海南,中止,3
机器设备,海南,撤回,9
机器设备,重庆,不限,710
机器设备,重庆,正在进行,4
机器设备,重庆,即将开始,12
机器设备,重庆,已结束,658
机器设备,重庆,中止,10
机器设备,重庆,撤回,26
机器设备,四川,不限,1886
机器设备,四川,正在进行,7
机器设备,四川,即将开始,82
机器设备,四川,已结束,1683
机器设备,四川,中止,20
机器设备,四川,撤回,94
机器设备,贵州,不限,1070
机器设备,贵州,正在进行,11
机器设备,贵州,即将开始,12
机器设备,贵州,已结束,945
机器设备,贵州,中止,20
机器设备,贵州,撤回,82
机器设备,云南,不限,937
机器设备,云南,正在进行,13
机器设备,云南,即将开始,14
机器设备,云南,已结束,842
机器设备,云南,中止,32
机器设备,云南,撤回,36
机器设备,西藏,不限,11
机器设备,西藏,正在进行,1
机器设备,西藏,即将开始,0
机器设备,西藏,已结束,9
机器设备,西藏,中止,0
机器设备,西藏,撤回,1
机器设备,陕西,不限,382
机器设备,陕西,正在进行,0
机器设备,陕西,即将开始,3
机器设备,陕西,已结束,352
机器设备,陕西,中止,5
机器设备,陕西,撤回,22
机器设备,甘肃,不限,477
机器设备,甘肃,正在进行,2
机器设备,甘肃,即将开始,21
机器设备,甘肃,已结束,363
机器设备,甘肃,中止,10
机器设备,甘肃,撤回,81
机器设备,青海,不限,108
机器设备,青海,正在进行,0
机器设备,青海,即将开始,3
机器设备,青海,已结束,102
机器设备,青海,中止,2
机器设备,青海,撤回,1
机器设备,宁夏,不限,364
机器设备,宁夏,正在进行,4
机器设备,宁夏,即将开始,8
机器设备,宁夏,已结束,341
机器设备,宁夏,中止,2
机器设备,宁夏,撤回,9
机器设备,新疆,不限,618
机器设备,新疆,正在进行,2
机器设备,新疆,即将开始,12
机器设备,新疆,已结束,538
机器设备,新疆,中止,19
机器设备,新疆,撤回,47
资产,不限,不限,48893
资产,不限,正在进行,50
资产,不限,即将开始,714
资产,不限,已结束,46418
资产,不限,中止,569
资产,不限,撤回,1142
资产,北京,不限,482
资产,北京,正在进行,0
资产,北京,即将开始,2
资产,北京,已结束,468
资产,北京,中止,5
资产,北京,撤回,7
资产,天津,不限,285
资产,天津,正在进行,0
资产,天津,即将开始,3
资产,天津,已结束,263
资产,天津,中止,5
资产,天津,撤回,14
资产,河北,不限,412
资产,河北,正在进行,2
资产,河北,即将开始,13
资产,河北,已结束,371
资产,河北,中止,9
资产,河北,撤回,17
资产,山西,不限,82
资产,山西,正在进行,2
资产,山西,即将开始,2
资产,山西,已结束,76
资产,山西,中止,1
资产,山西,撤回,1
资产,内蒙古,不限,503
资产,内蒙古,正在进行,1
资产,内蒙古,即将开始,2
资产,内蒙古,已结束,481
资产,内蒙古,中止,2
资产,内蒙古,撤回,17
资产,辽宁,不限,109
资产,辽宁,正在进行,0
资产,辽宁,即将开始,4
资产,辽宁,已结束,98
资产,辽宁,中止,2
资产,辽宁,撤回,5
资产,吉林,不限,817
资产,吉林,正在进行,1
资产,吉林,即将开始,6
资产,吉林,已结束,746
资产,吉林,中止,45
资产,吉林,撤回,19
资产,黑龙江,不限,213
资产,黑龙江,正在进行,0
资产,黑龙江,即将开始,4
资产,黑龙江,已结束,195
资产,黑龙江,中止,7
资产,黑龙江,撤回,7
资产,上海,不限,124
资产,上海,正在进行,0
资产,上海,即将开始,1
资产,上海,已结束,121
资产,上海,中止,0
资产,上海,撤回,2
资产,江苏,不限,11972
资产,江苏,正在进行,13
资产,江苏,即将开始,58
资产,江苏,已结束,11570
资产,江苏,中止,98
资产,江苏,撤回,233
资产,浙江,不限,11259
资产,浙江,正在进行,7
资产,浙江,即将开始,45
资产,浙江,已结束,10887
资产,浙江,中止,88
资产,浙江,撤回,232
资产,安徽,不限,694
资产,安徽,正在进行,0
资产,安徽,即将开始,48
资产,安徽,已结束,619
资产,安徽,中止,4
资产,安徽,撤回,23
资产,福建,不限,1639
资产,福建,正在进行,1
资产,福建,即将开始,12
资产,福建,已结束,1564
资产,福建,中止,20
资产,福建,撤回,42
资产,江西,不限,339
资产,江西,正在进行,0
资产,江西,即将开始,24
资产,江西,已结束,304
资产,江西,中止,6
资产,江西,撤回,5
资产,山东,不限,3278
资产,山东,正在进行,8
资产,山东,即将开始,186
资产,山东,已结束,2977
资产,山东,中止,22
资产,山东,撤回,85
资产,河南,不限,7065
资产,河南,正在进行,3
资产,河南,即将开始,210
资产,河南,已结束,6708
资产,河南,中止,35
资产,河南,撤回,109
资产,湖北,不限,381
资产,湖北,正在进行,0
资产,湖北,即将开始,6
资产,湖北,已结束,362
资产,湖北,中止,3
资产,湖北,撤回,10
资产,湖南,不限,223
资产,湖南,正在进行,3
资产,湖南,即将开始,7
资产,湖南,已结束,199
资产,湖南,中止,3
资产,湖南,撤回,11
资产,广东,不限,4183
资产,广东,正在进行,1
资产,广东,即将开始,12
资产,广东,已结束,4021
资产,广东,中止,50
资产,广东,撤回,99
资产,广西,不限,813
资产,广西,正在进行,5
资产,广西,即将开始,20
资产,广西,已结束,645
资产,广西,中止,71
资产,广西,撤回,72
资产,海南,不限,74
资产,海南,正在进行,0
资产,海南,即将开始,0
资产,海南,已结束,71
资产,海南,中止,3
资产,海南,撤回,0
资产,重庆,不限,209
资产,重庆,正在进行,1
资产,重庆,即将开始,4
资产,重庆,已结束,195
资产,重庆,中止,1
资产,重庆,撤回,8
资产,四川,不限,1438
资产,四川,正在进行,1
资产,四川,即将开始,15
资产,四川,已结束,1345
资产,四川,中止,36
资产,四川,撤回,41
资产,贵州,不限,595
资产,贵州,正在进行,0
资产,贵州,即将开始,5
资产,贵州,已结束,562
资产,贵州,中止,2
资产,贵州,撤回,26
资产,云南,不限,680
资产,云南,正在进行,1
资产,云南,即将开始,19
资产,云南,已结束,612
资产,云南,中止,27
资产,云南,撤回,21
资产,西藏,不限,2
资产,西藏,正在进行,0
资产,西藏,即将开始,0
资产,西藏,已结束,2
资产,西藏,中止,0
资产,西藏,撤回,0
资产,陕西,不限,213
资产,陕西,正在进行,0
资产,陕西,即将开始,1
资产,陕西,已结束,178
资产,陕西,中止,20
资产,陕西,撤回,14
资产,甘肃,不限,103
资产,甘肃,正在进行,0
资产,甘肃,即将开始,1
资产,甘肃,已结束,93
资产,甘肃,中止,0
资产,甘肃,撤回,9
资产,青海,不限,51
资产,青海,正在进行,0
资产,青海,即将开始,2
资产,青海,已结束,46
资产,青海,中止,0
资产,青海,撤回,3
资产,宁夏,不限,94
资产,宁夏,正在进行,0
资产,宁夏,即将开始,0
资产,宁夏,已结束,85
资产,宁夏,中止,3
资产,宁夏,撤回,6
资产,新疆,不限,560
资产,新疆,正在进行,0
资产,新疆,即将开始,2
资产,新疆,已结束,553
资产,新疆,中止,1
资产,新疆,撤回,4
无形资产,不限,不限,5178
无形资产,不限,正在进行,4
无形资产,不限,即将开始,155
无形资产,不限,已结束,4755
无形资产,不限,中止,89
无形资产,不限,撤回,175
无形资产,北京,不限,167
无形资产,北京,正在进行,0
无形资产,北京,即将开始,2
无形资产,北京,已结束,146
无形资产,北京,中止,1
无形资产,北京,撤回,18
无形资产,天津,不限,12
无形资产,天津,正在进行,0
无形资产,天津,即将开始,4
无形资产,天津,已结束,8
无形资产,天津,中止,0
无形资产,天津,撤回,0
无形资产,河北,不限,16
无形资产,河北,正在进行,0
无形资产,河北,即将开始,0
无形资产,河北,已结束,12
无形资产,河北,中止,1
无形资产,河北,撤回,3
无形资产,山西,不限,3
无形资产,山西,正在进行,0
无形资产,山西,即将开始,0
无形资产,山西,已结束,2
无形资产,山西,中止,0
无形资产,山西,撤回,1
无形资产,内蒙古,不限,15
无形资产,内蒙古,正在进行,0
无形资产,内蒙古,即将开始,0
无形资产,内蒙古,已结束,13
无形资产,内蒙古,中止,1
无形资产,内蒙古,撤回,1
无形资产,辽宁,不限,93
无形资产,辽宁,正在进行,0
无形资产,辽宁,即将开始,1
无形资产,辽宁,已结束,46
无形资产,辽宁,中止,42
无形资产,辽宁,撤回,4
无形资产,吉林,不限,26
无形资产,吉林,正在进行,0
无形资产,吉林,即将开始,0
无形资产,吉林,已结束,22
无形资产,吉林,中止,4
无形资产,吉林,撤回,0
无形资产,黑龙江,不限,11
无形资产,黑龙江,正在进行,0
无形资产,黑龙江,即将开始,0
无形资产,黑龙江,已结束,9
无形资产,黑龙江,中止,1
无形资产,黑龙江,撤回,1
无形资产,上海,不限,173
无形资产,上海,正在进行,0
无形资产,上海,即将开始,10
无形资产,上海,已结束,151
无形资产,上海,中止,5
无形资产,上海,撤回,7
无形资产,江苏,不限,765
无形资产,江苏,正在进行,0
无形资产,江苏,即将开始,28
无形资产,江苏,已结束,705
无形资产,江苏,中止,10
无形资产,江苏,撤回,22
无形资产,浙江,不限,2713
无形资产,浙江,正在进行,2
无形资产,浙江,即将开始,76
无形资产,浙江,已结束,2527
无形资产,浙江,中止,18
无形资产,浙江,撤回,90
无形资产,安徽,不限,21
无形资产,安徽,正在进行,0
无形资产,安徽,即将开始,0
无形资产,安徽,已结束,20
无形资产,安徽,中止,0
无形资产,安徽,撤回,1
无形资产,福建,不限,219
无形资产,福建,正在进行,0
无形资产,福建,即将开始,2
无形资产,福建,已结束,212
无形资产,福建,中止,1
无形资产,福建,撤回,4
无形资产,江西,不限,16
无形资产,江西,正在进行,0
无形资产,江西,即将开始,0
无形资产,江西,已结束,15
无形资产,江西,中止,0
无形资产,江西,撤回,1
无形资产,山东,不限,123
无形资产,山东,正在进行,1
无形资产,山东,即将开始,6
无形资产,山东,已结束,112
无形资产,山东,中止,0
无形资产,山东,撤回,4
无形资产,河南,不限,112
无形资产,河南,正在进行,0
无形资产,河南,即将开始,0
无形资产,河南,已结束,108
无形资产,河南,中止,3
无形资产,河南,撤回,1
无形资产,湖北,不限,15
无形资产,湖北,正在进行,0
无形资产,湖北,即将开始,1
无形资产,湖北,已结束,14
无形资产,湖北,中止,0
无形资产,湖北,撤回,0
无形资产,湖南,不限,78
无形资产,湖南,正在进行,0
无形资产,湖南,即将开始,0
无形资产,湖南,已结束,77
无形资产,湖南,中止,0
无形资产,湖南,撤回,1
无形资产,广东,不限,340
无形资产,广东,正在进行,0
无形资产,广东,即将开始,22
无形资产,广东,已结束,305
无形资产,广东,中止,0
无形资产,广东,撤回,13
无形资产,广西,不限,8
无形资产,广西,正在进行,0
无形资产,广西,即将开始,0
无形资产,广西,已结束,7
无形资产,广西,中止,0
无形资产,广西,撤回,1
无形资产,海南,不限,9
无形资产,海南,正在进行,1
无形资产,海南,即将开始,0
无形资产,海南,已结束,7
无形资产,海南,中止,1
无形资产,海南,撤回,0
无形资产,重庆,不限,50
无形资产,重庆,正在进行,0
无形资产,重庆,即将开始,2
无形资产,重庆,已结束,48
无形资产,重庆,中止,0
无形资产,重庆,撤回,0
无形资产,四川,不限,150
无形资产,四川,正在进行,0
无形资产,四川,即将开始,0
无形资产,四川,已结束,150
无形资产,四川,中止,0
无形资产,四川,撤回,0
无形资产,贵州,不限,11
无形资产,贵州,正在进行,0
无形资产,贵州,即将开始,0
无形资产,贵州,已结束,11
无形资产,贵州,中止,0
无形资产,贵州,撤回,0
无形资产,云南,不限,11
无形资产,云南,正在进行,0
无形资产,云南,即将开始,1
无形资产,云南,已结束,9
无形资产,云南,中止,1
无形资产,云南,撤回,0
无形资产,西藏,不限,0
无形资产,西藏,正在进行,0
无形资产,西藏,即将开始,0
无形资产,西藏,已结束,0
无形资产,西藏,中止,0
无形资产,西藏,撤回,0
无形资产,陕西,不限,7
无形资产,陕西,正在进行,0
无形资产,陕西,即将开始,0
无形资产,陕西,已结束,6
无形资产,陕西,中止,0
无形资产,陕西,撤回,1
无形资产,甘肃,不限,7
无形资产,甘肃,正在进行,0
无形资产,甘肃,即将开始,0
无形资产,甘肃,已结束,6
无形资产,甘肃,中止,0
无形资产,甘肃,撤回,1
无形资产,青海,不限,3
无形资产,青海,正在进行,0
无形资产,青海,即将开始,0
无形资产,青海,已结束,3
无形资产,青海,中止,0
无形资产,青海,撤回,0
无形资产,宁夏,不限,0
无形资产,宁夏,正在进行,0
无形资产,宁夏,即将开始,0
无形资产,宁夏,已结束,0
无形资产,宁夏,中止,0
无形资产,宁夏,撤回,0
无形资产,新疆,不限,4
无形资产,新疆,正在进行,0
无形资产,新疆,即将开始,0
无形资产,新疆,已结束,4
无形资产,新疆,中止,0
无形资产,新疆,撤回,0
古玩字画,不限,不限,11658
古玩字画,不限,正在进行,84
古玩字画,不限,即将开始,323
古玩字画,不限,已结束,9830
古玩字画,不限,中止,156
古玩字画,不限,撤回,1265
古玩字画,北京,不限,140
古玩字画,北京,正在进行,0
古玩字画,北京,即将开始,0
古玩字画,北京,已结束,136
古玩字画,北京,中止,0
古玩字画,北京,撤回,4
古玩字画,天津,不限,136
古玩字画,天津,正在进行,0
古玩字画,天津,即将开始,0
古玩字画,天津,已结束,135
古玩字画,天津,中止,0
古玩字画,天津,撤回,1
古玩字画,河北,不限,32
古玩字画,河北,正在进行,0
古玩字画,河北,即将开始,0
古玩字画,河北,已结束,32
古玩字画,河北,中止,0
古玩字画,河北,撤回,0
古玩字画,山西,不限,171
古玩字画,山西,正在进行,0
古玩字画,山西,即将开始,2
古玩字画,山西,已结束,167
古玩字画,山西,中止,1
古玩字画,山西,撤回,1
古玩字画,内蒙古,不限,72
古玩字画,内蒙古,正在进行,0
古玩字画,内蒙古,即将开始,1
古玩字画,内蒙古,已结束,71
古玩字画,内蒙古,中止,0
古玩字画,内蒙古,撤回,0
古玩字画,辽宁,不限,263
古玩字画,辽宁,正在进行,0
古玩字画,辽宁,即将开始,11
古玩字画,辽宁,已结束,251
古玩字画,辽宁,中止,0
古玩字画,辽宁,撤回,1
古玩字画,吉林,不限,50
古玩字画,吉林,正在进行,0
古玩字画,吉林,即将开始,0
古玩字画,吉林,已结束,49
古玩字画,吉林,中止,0
古玩字画,吉林,撤回,1
古玩字画,黑龙江,不限,66
古玩字画,黑龙江,正在进行,0
古玩字画,黑龙江,即将开始,0
古玩字画,黑龙江,已结束,66
古玩字画,黑龙江,中止,0
古玩字画,黑龙江,撤回,0
古玩字画,上海,不限,158
古玩字画,上海,正在进行,0
古玩字画,上海,即将开始,10
古玩字画,上海,已结束,145
古玩字画,上海,中止,0
古玩字画,上海,撤回,3
古玩字画,江苏,不限,1467
古玩字画,江苏,正在进行,62
古玩字画,江苏,即将开始,272
古玩字画,江苏,已结束,1108
古玩字画,江苏,中止,10
古玩字画,江苏,撤回,15
古玩字画,浙江,不限,1287
古玩字画,浙江,正在进行,1
古玩字画,浙江,即将开始,7
古玩字画,浙江,已结束,1267
古玩字画,浙江,中止,0
古玩字画,浙江,撤回,12
古玩字画,安徽,不限,65
古玩字画,安徽,正在进行,0
古玩字画,安徽,即将开始,0
古玩字画,安徽,已结束,65
古玩字画,安徽,中止,0
古玩字画,安徽,撤回,0
古玩字画,福建,不限,277
古玩字画,福建,正在进行,0
古玩字画,福建,即将开始,0
古玩字画,福建,已结束,271
古玩字画,福建,中止,2
古玩字画,福建,撤回,4
古玩字画,江西,不限,74
古玩字画,江西,正在进行,0
古玩字画,江西,即将开始,0
古玩字画,江西,已结束,74
古玩字画,江西,中止,0
古玩字画,江西,撤回,0
古玩字画,山东,不限,679
古玩字画,山东,正在进行,0
古玩字画,山东,即将开始,0
古玩字画,山东,已结束,529
古玩字画,山东,中止,142
古玩字画,山东,撤回,8
古玩字画,河南,不限,5690
古玩字画,河南,正在进行,19
古玩字画,河南,即将开始,6
古玩字画,河南,已结束,4457
古玩字画,河南,中止,1
古玩字画,河南,撤回,1207
古玩字画,湖北,不限,29
古玩字画,湖北,正在进行,0
古玩字画,湖北,即将开始,0
古玩字画,湖北,已结束,29
古玩字画,湖北,中止,0
古玩字画,湖北,撤回,0
古玩字画,湖南,不限,90
古玩字画,湖南,正在进行,0
古玩字画,湖南,即将开始,8
古玩字画,湖南,已结束,81
古玩字画,湖南,中止,0
古玩字画,湖南,撤回,1
古玩字画,广东,不限,277
古玩字画,广东,正在进行,1
古玩字画,广东,即将开始,0
古玩字画,广东,已结束,275
古玩字画,广东,中止,0
古玩字画,广东,撤回,1
古玩字画,广西,不限,62
古玩字画,广西,正在进行,0
古玩字画,广西,即将开始,0
古玩字画,广西,已结束,59
古玩字画,广西,中止,0
古玩字画,广西,撤回,3
古玩字画,海南,不限,101
古玩字画,海南,正在进行,0
古玩字画,海南,即将开始,0
古玩字画,海南,已结束,101
古玩字画,海南,中止,0
古玩字画,海南,撤回,0
古玩字画,重庆,不限,97
古玩字画,重庆,正在进行,0
古玩字画,重庆,即将开始,0
古玩字画,重庆,已结束,97
古玩字画,重庆,中止,0
古玩字画,重庆,撤回,0
古玩字画,四川,不限,66
古玩字画,四川,正在进行,0
古玩字画,四川,即将开始,0
古玩字画,四川,已结束,66
古玩字画,四川,中止,0
古玩字画,四川,撤回,0
古玩字画,贵州,不限,1
古玩字画,贵州,正在进行,1
古玩字画,贵州,即将开始,0
古玩字画,贵州,已结束,0
古玩字画,贵州,中止,0
古玩字画,贵州,撤回,0
古玩字画,云南,不限,77
古玩字画,云南,正在进行,0
古玩字画,云南,即将开始,0
古玩字画,云南,已结束,76
古玩字画,云南,中止,0
古玩字画,云南,撤回,1
古玩字画,西藏,不限,0
古玩字画,西藏,正在进行,0
古玩字画,西藏,即将开始,0
古玩字画,西藏,已结束,0
古玩字画,西藏,中止,0
古玩字画,西藏,撤回,0
古玩字画,陕西,不限,60
古玩字画,陕西,正在进行,0
古玩字画,陕西,即将开始,1
古玩字画,陕西,已结束,58
古玩字画,陕西,中止,0
古玩字画,陕西,撤回,1
古玩字画,甘肃,不限,94
古玩字画,甘肃,正在进行,0
古玩字画,甘肃,即将开始,5
古玩字画,甘肃,已结束,89
古玩字画,甘肃,中止,0
古玩字画,甘肃,撤回,0
古玩字画,青海,不限,35
古玩字画,青海,正在进行,0
古玩字画,青海,即将开始,0
古玩字画,青海,已结束,35
古玩字画,青海,中止,0
古玩字画,青海,撤回,0
古玩字画,宁夏,不限,28
古玩字画,宁夏,正在进行,0
古玩字画,宁夏,即将开始,0
古玩字画,宁夏,已结束,28
古玩字画,宁夏,中止,0
古玩字画,宁夏,撤回,0
古玩字画,新疆,不限,11
古玩字画,新疆,正在进行,0
古玩字画,新疆,即将开始,0
古玩字画,新疆,已结束,10
古玩字画,新疆,中止,0
古玩字画,新疆,撤回,1
珠宝首饰,不限,不限,36371
珠宝首饰,不限,正在进行,293
珠宝首饰,不限,即将开始,1697
珠宝首饰,不限,已结束,33817
珠宝首饰,不限,中止,48
珠宝首饰,不限,撤回,516
珠宝首饰,北京,不限,88
珠宝首饰,北京,正在进行,0
珠宝首饰,北京,即将开始,42
珠宝首饰,北京,已结束,45
珠宝首饰,北京,中止,0
珠宝首饰,北京,撤回,1
珠宝首饰,天津,不限,30
珠宝首饰,天津,正在进行,0
珠宝首饰,天津,即将开始,0
珠宝首饰,天津,已结束,28
珠宝首饰,天津,中止,1
珠宝首饰,天津,撤回,1
珠宝首饰,河北,不限,20
珠宝首饰,河北,正在进行,0
珠宝首饰,河北,即将开始,0
珠宝首饰,河北,已结束,19
珠宝首饰,河北,中止,0
珠宝首饰,河北,撤回,1
珠宝首饰,山西,不限,235
珠宝首饰,山西,正在进行,2
珠宝首饰,山西,即将开始,0
珠宝首饰,山西,已结束,230
珠宝首饰,山西,中止,0
珠宝首饰,山西,撤回,3
珠宝首饰,内蒙古,不限,285
珠宝首饰,内蒙古,正在进行,0
珠宝首饰,内蒙古,即将开始,48
珠宝首饰,内蒙古,已结束,231
珠宝首饰,内蒙古,中止,0
珠宝首饰,内蒙古,撤回,6
珠宝首饰,辽宁,不限,6775
珠宝首饰,辽宁,正在进行,0
珠宝首饰,辽宁,即将开始,0
珠宝首饰,辽宁,已结束,6772
珠宝首饰,辽宁,中止,2
珠宝首饰,辽宁,撤回,1
珠宝首饰,吉林,不限,303
珠宝首饰,吉林,正在进行,0
珠宝首饰,吉林,即将开始,1
珠宝首饰,吉林,已结束,298
珠宝首饰,吉林,中止,1
珠宝首饰,吉林,撤回,3
珠宝首饰,黑龙江,不限,23
珠宝首饰,黑龙江,正在进行,0
珠宝首饰,黑龙江,即将开始,2
珠宝首饰,黑龙江,已结束,7
珠宝首饰,黑龙江,中止,14
珠宝首饰,黑龙江,撤回,0
珠宝首饰,上海,不限,8
珠宝首饰,上海,正在进行,0
珠宝首饰,上海,即将开始,0
珠宝首饰,上海,已结束,8
珠宝首饰,上海,中止,0
珠宝首饰,上海,撤回,0
珠宝首饰,江苏,不限,1305
珠宝首饰,江苏,正在进行,2
珠宝首饰,江苏,即将开始,12
珠宝首饰,江苏,已结束,1277
珠宝首饰,江苏,中止,3
珠宝首饰,江苏,撤回,11
珠宝首饰,浙江,不限,2277
珠宝首饰,浙江,正在进行,1
珠宝首饰,浙江,即将开始,15
珠宝首饰,浙江,已结束,2146
珠宝首饰,浙江,中止,5
珠宝首饰,浙江,撤回,110
珠宝首饰,安徽,不限,93
珠宝首饰,安徽,正在进行,1
珠宝首饰,安徽,即将开始,0
珠宝首饰,安徽,已结束,90
珠宝首饰,安徽,中止,1
珠宝首饰,安徽,撤回,1
珠宝首饰,福建,不限,132
珠宝首饰,福建,正在进行,2
珠宝首饰,福建,即将开始,0
珠宝首饰,福建,已结束,128
珠宝首饰,福建,中止,0
珠宝首饰,福建,撤回,2
珠宝首饰,江西,不限,838
珠宝首饰,江西,正在进行,0
珠宝首饰,江西,即将开始,101
珠宝首饰,江西,已结束,733
珠宝首饰,江西,中止,0
珠宝首饰,江西,撤回,4
珠宝首饰,山东,不限,499
珠宝首饰,山东,正在进行,0
珠宝首饰,山东,即将开始,79
珠宝首饰,山东,已结束,414
珠宝首饰,山东,中止,6
珠宝首饰,山东,撤回,0
珠宝首饰,河南,不限,19028
珠宝首饰,河南,正在进行,285
珠宝首饰,河南,即将开始,1119
珠宝首饰,河南,已结束,17390
珠宝首饰,河南,中止,5
珠宝首饰,河南,撤回,229
珠宝首饰,湖北,不限,16
珠宝首饰,湖北,正在进行,0
珠宝首饰,湖北,即将开始,0
珠宝首饰,湖北,已结束,16
珠宝首饰,湖北,中止,0
珠宝首饰,湖北,撤回,0
珠宝首饰,湖南,不限,761
珠宝首饰,湖南,正在进行,0
珠宝首饰,湖南,即将开始,3
珠宝首饰,湖南,已结束,666
珠宝首饰,湖南,中止,0
珠宝首饰,湖南,撤回,92
珠宝首饰,广东,不限,191
珠宝首饰,广东,正在进行,0
珠宝首饰,广东,即将开始,9
